Device,Test Name,Advisory Result,Advisory Result Messages,Vulnerability Result,Vulnerability Result Messages,Vulnerability Remediation,Advisory Remediation,Advisory ID,Advisory Title,Advisory Severity,Advisory URL,Advisory Description,Vulnerability ID,Vulnerability Description,Vulnerability Severity
eos3,VerifySA147,affected,"CVE-2026-59995: SFTP client issue when connecting to an untrusted server. - The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SFTP use with an untrusted server cannot be determined.
CVE-2026-59996: SCP remote-to-remote client issue involving an untrusted server. - The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SCP remote-to-remote use with an untrusted server cannot be determined.
CVE-2026-60001: OpenSSH server issue affecting accepted SSH connections. - The device is affected because openssh-server '8.7p1' is affected and SSH accepts connections.
CVE-2026-60002: SSH client issue when connecting to a malicious or compromised server. - The device is affected but mitigated because openssh-clients '8.7p1' uses strict host-key checking.",affected,The device is affected because openssh-server '8.7p1' is affected and SSH accepts connections.,Upgrade to a remediated release when one is published. Refer to the advisory for newly remediated releases and current mitigation guidance.,"Upgrade to a remediated release when one is published. Refer to the advisory to determine whether the unresolved condition applies, for newly remediated releases, and for current mitigation guidance.
Upgrade to a remediated release when one is published. Refer to the advisory for newly remediated releases and current mitigation guidance.
Upgrade to EOS 4.35.6M or later in the 4.35 train or EOS 4.34.8M or later in the 4.34 train. Refer to the advisory for newly remediated releases and current mitigation guidance.",SA0147,Security Advisory 0147,critical,https://www.arista.com/en/support/advisories-notices/security-advisory/24515-security-advisory-0147,"Multiple vulnerabilities have been discovered in OpenSSH before version 10.4, which is shipped with multiple Arista products. One vulnerability (CVE-2026-60001) affects the server-side SSH daemon (sshd). The remaining three vulnerabilities (CVE-2026-60002, CVE-2026-59995, CVE-2026-59996) affect the client-side SSH, Secure File Transfer Protocol (SFTP), and Secure Copy Protocol (SCP) utilities, respectively.",CVE-2026-60001,CVE-2026-60001: OpenSSH server issue affecting accepted SSH connections.,medium
eos3,VerifySA147,affected,"CVE-2026-59995: SFTP client issue when connecting to an untrusted server. - The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SFTP use with an untrusted server cannot be determined.
CVE-2026-59996: SCP remote-to-remote client issue involving an untrusted server. - The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SCP remote-to-remote use with an untrusted server cannot be determined.
CVE-2026-60001: OpenSSH server issue affecting accepted SSH connections. - The device is affected because openssh-server '8.7p1' is affected and SSH accepts connections.
CVE-2026-60002: SSH client issue when connecting to a malicious or compromised server. - The device is affected but mitigated because openssh-clients '8.7p1' uses strict host-key checking.",inconclusive,The device is affected but mitigated because openssh-clients '8.7p1' uses strict host-key checking.,Upgrade to EOS 4.35.6M or later in the 4.35 train or EOS 4.34.8M or later in the 4.34 train. Refer to the advisory for newly remediated releases and current mitigation guidance.,"Upgrade to a remediated release when one is published. Refer to the advisory to determine whether the unresolved condition applies, for newly remediated releases, and for current mitigation guidance.
Upgrade to a remediated release when one is published. Refer to the advisory for newly remediated releases and current mitigation guidance.
Upgrade to EOS 4.35.6M or later in the 4.35 train or EOS 4.34.8M or later in the 4.34 train. Refer to the advisory for newly remediated releases and current mitigation guidance.",SA0147,Security Advisory 0147,critical,https://www.arista.com/en/support/advisories-notices/security-advisory/24515-security-advisory-0147,"Multiple vulnerabilities have been discovered in OpenSSH before version 10.4, which is shipped with multiple Arista products. One vulnerability (CVE-2026-60001) affects the server-side SSH daemon (sshd). The remaining three vulnerabilities (CVE-2026-60002, CVE-2026-59995, CVE-2026-59996) affect the client-side SSH, Secure File Transfer Protocol (SFTP), and Secure Copy Protocol (SCP) utilities, respectively.",CVE-2026-60002,CVE-2026-60002: SSH client issue when connecting to a malicious or compromised server.,critical
eos4,VerifySA147,affected,"CVE-2026-59995: SFTP client issue when connecting to an untrusted server. - The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SFTP use with an untrusted server cannot be determined.
CVE-2026-59996: SCP remote-to-remote client issue involving an untrusted server. - The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SCP remote-to-remote use with an untrusted server cannot be determined.
CVE-2026-60001: OpenSSH server issue affecting accepted SSH connections. - The device is affected because openssh-server '8.7p1' is affected and SSH accepts connections.
CVE-2026-60002: SSH client issue when connecting to a malicious or compromised server. - The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SSH use with a malicious or compromised server cannot be determined.",inconclusive,"The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SFTP use with an untrusted server cannot be determined.","Upgrade to a remediated release when one is published. Refer to the advisory to determine whether the unresolved condition applies, for newly remediated releases, and for current mitigation guidance.","Upgrade to a remediated release when one is published. Refer to the advisory to determine whether the unresolved condition applies, for newly remediated releases, and for current mitigation guidance.
Upgrade to a remediated release when one is published. Refer to the advisory for newly remediated releases and current mitigation guidance.
Upgrade to EOS 4.35.6M or later in the 4.35 train or EOS 4.34.8M or later in the 4.34 train. Refer to the advisory to determine whether the unresolved condition applies, for newly remediated releases, and for current mitigation guidance.",SA0147,Security Advisory 0147,critical,https://www.arista.com/en/support/advisories-notices/security-advisory/24515-security-advisory-0147,"Multiple vulnerabilities have been discovered in OpenSSH before version 10.4, which is shipped with multiple Arista products. One vulnerability (CVE-2026-60001) affects the server-side SSH daemon (sshd). The remaining three vulnerabilities (CVE-2026-60002, CVE-2026-59995, CVE-2026-59996) affect the client-side SSH, Secure File Transfer Protocol (SFTP), and Secure Copy Protocol (SCP) utilities, respectively.",CVE-2026-59995,CVE-2026-59995: SFTP client issue when connecting to an untrusted server.,medium
eos4,VerifySA147,affected,"CVE-2026-59995: SFTP client issue when connecting to an untrusted server. - The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SFTP use with an untrusted server cannot be determined.
CVE-2026-59996: SCP remote-to-remote client issue involving an untrusted server. - The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SCP remote-to-remote use with an untrusted server cannot be determined.
CVE-2026-60001: OpenSSH server issue affecting accepted SSH connections. - The device is affected because openssh-server '8.7p1' is affected and SSH accepts connections.
CVE-2026-60002: SSH client issue when connecting to a malicious or compromised server. - The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SSH use with a malicious or compromised server cannot be determined.",inconclusive,"The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SCP remote-to-remote use with an untrusted server cannot be determined.","Upgrade to a remediated release when one is published. Refer to the advisory to determine whether the unresolved condition applies, for newly remediated releases, and for current mitigation guidance.","Upgrade to a remediated release when one is published. Refer to the advisory to determine whether the unresolved condition applies, for newly remediated releases, and for current mitigation guidance.
Upgrade to a remediated release when one is published. Refer to the advisory for newly remediated releases and current mitigation guidance.
Upgrade to EOS 4.35.6M or later in the 4.35 train or EOS 4.34.8M or later in the 4.34 train. Refer to the advisory to determine whether the unresolved condition applies, for newly remediated releases, and for current mitigation guidance.",SA0147,Security Advisory 0147,critical,https://www.arista.com/en/support/advisories-notices/security-advisory/24515-security-advisory-0147,"Multiple vulnerabilities have been discovered in OpenSSH before version 10.4, which is shipped with multiple Arista products. One vulnerability (CVE-2026-60001) affects the server-side SSH daemon (sshd). The remaining three vulnerabilities (CVE-2026-60002, CVE-2026-59995, CVE-2026-59996) affect the client-side SSH, Secure File Transfer Protocol (SFTP), and Secure Copy Protocol (SCP) utilities, respectively.",CVE-2026-59996,CVE-2026-59996: SCP remote-to-remote client issue involving an untrusted server.,medium
eos4,VerifySA147,affected,"CVE-2026-59995: SFTP client issue when connecting to an untrusted server. - The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SFTP use with an untrusted server cannot be determined.
CVE-2026-59996: SCP remote-to-remote client issue involving an untrusted server. - The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SCP remote-to-remote use with an untrusted server cannot be determined.
CVE-2026-60001: OpenSSH server issue affecting accepted SSH connections. - The device is affected because openssh-server '8.7p1' is affected and SSH accepts connections.
CVE-2026-60002: SSH client issue when connecting to a malicious or compromised server. - The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SSH use with a malicious or compromised server cannot be determined.",affected,The device is affected because openssh-server '8.7p1' is affected and SSH accepts connections.,Upgrade to a remediated release when one is published. Refer to the advisory for newly remediated releases and current mitigation guidance.,"Upgrade to a remediated release when one is published. Refer to the advisory to determine whether the unresolved condition applies, for newly remediated releases, and for current mitigation guidance.
Upgrade to a remediated release when one is published. Refer to the advisory for newly remediated releases and current mitigation guidance.
Upgrade to EOS 4.35.6M or later in the 4.35 train or EOS 4.34.8M or later in the 4.34 train. Refer to the advisory to determine whether the unresolved condition applies, for newly remediated releases, and for current mitigation guidance.",SA0147,Security Advisory 0147,critical,https://www.arista.com/en/support/advisories-notices/security-advisory/24515-security-advisory-0147,"Multiple vulnerabilities have been discovered in OpenSSH before version 10.4, which is shipped with multiple Arista products. One vulnerability (CVE-2026-60001) affects the server-side SSH daemon (sshd). The remaining three vulnerabilities (CVE-2026-60002, CVE-2026-59995, CVE-2026-59996) affect the client-side SSH, Secure File Transfer Protocol (SFTP), and Secure Copy Protocol (SCP) utilities, respectively.",CVE-2026-60001,CVE-2026-60001: OpenSSH server issue affecting accepted SSH connections.,medium
eos4,VerifySA147,affected,"CVE-2026-59995: SFTP client issue when connecting to an untrusted server. - The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SFTP use with an untrusted server cannot be determined.
CVE-2026-59996: SCP remote-to-remote client issue involving an untrusted server. - The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SCP remote-to-remote use with an untrusted server cannot be determined.
CVE-2026-60001: OpenSSH server issue affecting accepted SSH connections. - The device is affected because openssh-server '8.7p1' is affected and SSH accepts connections.
CVE-2026-60002: SSH client issue when connecting to a malicious or compromised server. - The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SSH use with a malicious or compromised server cannot be determined.",inconclusive,"The assessment is inconclusive and the device may be affected because openssh-clients '8.7p1' is affected, but operator-initiated SSH use with a malicious or compromised server cannot be determined.","Upgrade to EOS 4.35.6M or later in the 4.35 train or EOS 4.34.8M or later in the 4.34 train. Refer to the advisory to determine whether the unresolved condition applies, for newly remediated releases, and for current mitigation guidance.","Upgrade to a remediated release when one is published. Refer to the advisory to determine whether the unresolved condition applies, for newly remediated releases, and for current mitigation guidance.
Upgrade to a remediated release when one is published. Refer to the advisory for newly remediated releases and current mitigation guidance.
Upgrade to EOS 4.35.6M or later in the 4.35 train or EOS 4.34.8M or later in the 4.34 train. Refer to the advisory to determine whether the unresolved condition applies, for newly remediated releases, and for current mitigation guidance.",SA0147,Security Advisory 0147,critical,https://www.arista.com/en/support/advisories-notices/security-advisory/24515-security-advisory-0147,"Multiple vulnerabilities have been discovered in OpenSSH before version 10.4, which is shipped with multiple Arista products. One vulnerability (CVE-2026-60001) affects the server-side SSH daemon (sshd). The remaining three vulnerabilities (CVE-2026-60002, CVE-2026-59995, CVE-2026-59996) affect the client-side SSH, Secure File Transfer Protocol (SFTP), and Secure Copy Protocol (SCP) utilities, respectively.",CVE-2026-60002,CVE-2026-60002: SSH client issue when connecting to a malicious or compromised server.,critical
eos3,VerifySA146,affected,HTTP/2 Rapid Reset denial-of-service rate-limit bypass in affected gRPC servers. - The device is affected because vulnerable gRPC server path(s) are enabled without complete mTLS: gNMI.,affected,The device is affected because vulnerable gRPC server path(s) are enabled without complete mTLS: gNMI.,"Upgrade to EOS 4.36.2F or later in the 4.36 train, EOS 4.35.6M or later in the 4.35 train, EOS 4.34.8M or later in the 4.34 train, or EOS 4.33.9M or later in the 4.33 train. Refer to the advisory for newly remediated releases and current mitigation guidance.","Upgrade to EOS 4.36.2F or later in the 4.36 train, EOS 4.35.6M or later in the 4.35 train, EOS 4.34.8M or later in the 4.34 train, or EOS 4.33.9M or later in the 4.33 train. Refer to the advisory for newly remediated releases and current mitigation guidance.",SA0146,Security Advisory 0146,high,https://www.arista.com/en/support/advisories-notices/security-advisory/24500-security-advisory-0146,"Arista Networks is providing this security update in response to the gRPC-Go security vulnerabilities published as GHSA-hrxh-6v49-42gf. Arista products are affected solely by the HTTP/2 Rapid Reset denial-of-service bypass, in which an unauthenticated remote attacker can exploit unthrottled HTTP/2 stream resets to bypass rate-limiting controls, consume excessive CPU resources, and cause a denial of service.",GHSA-hrxh-6v49-42gf,HTTP/2 Rapid Reset denial-of-service rate-limit bypass in affected gRPC servers.,high
eos4,VerifySA146,affected,HTTP/2 Rapid Reset denial-of-service rate-limit bypass in affected gRPC servers. - The device is affected because vulnerable gRPC server path(s) are enabled without complete mTLS: gNMI.,affected,The device is affected because vulnerable gRPC server path(s) are enabled without complete mTLS: gNMI.,"Upgrade to EOS 4.36.2F or later in the 4.36 train, EOS 4.35.6M or later in the 4.35 train, EOS 4.34.8M or later in the 4.34 train, or EOS 4.33.9M or later in the 4.33 train. Refer to the advisory for newly remediated releases and current mitigation guidance.","Upgrade to EOS 4.36.2F or later in the 4.36 train, EOS 4.35.6M or later in the 4.35 train, EOS 4.34.8M or later in the 4.34 train, or EOS 4.33.9M or later in the 4.33 train. Refer to the advisory for newly remediated releases and current mitigation guidance.",SA0146,Security Advisory 0146,high,https://www.arista.com/en/support/advisories-notices/security-advisory/24500-security-advisory-0146,"Arista Networks is providing this security update in response to the gRPC-Go security vulnerabilities published as GHSA-hrxh-6v49-42gf. Arista products are affected solely by the HTTP/2 Rapid Reset denial-of-service bypass, in which an unauthenticated remote attacker can exploit unthrottled HTTP/2 stream resets to bypass rate-limiting controls, consume excessive CPU resources, and cause a denial of service.",GHSA-hrxh-6v49-42gf,HTTP/2 Rapid Reset denial-of-service rate-limit bypass in affected gRPC servers.,high
eos2,VerifySA146,inconclusive,HTTP/2 Rapid Reset denial-of-service rate-limit bypass in affected gRPC servers. - The device is affected but mitigated because verified mTLS covers the affected gRPC server path(s): gNMI.,inconclusive,The device is affected but mitigated because verified mTLS covers the affected gRPC server path(s): gNMI.,"Upgrade to EOS 4.36.2F or later in the 4.36 train, EOS 4.35.6M or later in the 4.35 train, EOS 4.34.8M or later in the 4.34 train, or EOS 4.33.9M or later in the 4.33 train. Refer to the advisory for newly remediated releases and current mitigation guidance.","Upgrade to EOS 4.36.2F or later in the 4.36 train, EOS 4.35.6M or later in the 4.35 train, EOS 4.34.8M or later in the 4.34 train, or EOS 4.33.9M or later in the 4.33 train. Refer to the advisory for newly remediated releases and current mitigation guidance.",SA0146,Security Advisory 0146,high,https://www.arista.com/en/support/advisories-notices/security-advisory/24500-security-advisory-0146,"Arista Networks is providing this security update in response to the gRPC-Go security vulnerabilities published as GHSA-hrxh-6v49-42gf. Arista products are affected solely by the HTTP/2 Rapid Reset denial-of-service bypass, in which an unauthenticated remote attacker can exploit unthrottled HTTP/2 stream resets to bypass rate-limiting controls, consume excessive CPU resources, and cause a denial of service.",GHSA-hrxh-6v49-42gf,HTTP/2 Rapid Reset denial-of-service rate-limit bypass in affected gRPC servers.,high
eos1,VerifySA146,not affected,HTTP/2 Rapid Reset denial-of-service rate-limit bypass in affected gRPC servers. - The device is not affected because no enabled gRPC server is on an affected software version.,not affected,The device is not affected because no enabled gRPC server is on an affected software version.,,,SA0146,Security Advisory 0146,high,https://www.arista.com/en/support/advisories-notices/security-advisory/24500-security-advisory-0146,"Arista Networks is providing this security update in response to the gRPC-Go security vulnerabilities published as GHSA-hrxh-6v49-42gf. Arista products are affected solely by the HTTP/2 Rapid Reset denial-of-service bypass, in which an unauthenticated remote attacker can exploit unthrottled HTTP/2 stream resets to bypass rate-limiting controls, consume excessive CPU resources, and cause a denial of service.",GHSA-hrxh-6v49-42gf,HTTP/2 Rapid Reset denial-of-service rate-limit bypass in affected gRPC servers.,high
eos2,VerifySA117,inconclusive,"CVE-2025-0936: gNOI TransferToRemote credential exposure through OpenConfig accounting or tracing. - The assessment is inconclusive and the device may be affected because EOS version '4.33.0F-39050855.4330F (engineering build)' has an enabled gNMI transport with accounting enabled, but the gNOI File and effective gNSI Authz controls cannot be determined.",inconclusive,"The assessment is inconclusive and the device may be affected because EOS version '4.33.0F-39050855.4330F (engineering build)' has an enabled gNMI transport with accounting enabled, but the gNOI File and effective gNSI Authz controls cannot be determined.","Upgrade to EOS 4.30.10M or later in the 4.30 train, EOS 4.31.7M or later in the 4.31 train, EOS 4.32.5M or later in the 4.32 train, or EOS 4.33.2F or later in the 4.33 train. Refer to the advisory to determine whether the unresolved condition applies, for newly remediated releases, and for current mitigation guidance.","Upgrade to EOS 4.30.10M or later in the 4.30 train, EOS 4.31.7M or later in the 4.31 train, EOS 4.32.5M or later in the 4.32 train, or EOS 4.33.2F or later in the 4.33 train. Refer to the advisory to determine whether the unresolved condition applies, for newly remediated releases, and for current mitigation guidance.",SA0117,Security Advisory 0117,medium,https://www.arista.com/en/support/advisories-notices/security-advisory/21394-security-advisory-0117,"On affected platforms running Arista EOS with a gNMI transport enabled, running the gNOI File TransferToRemote RPC with credentials for a remote server may cause these remote-server credentials to be logged or accounted on the local EOS device or possibly on other remote accounting servers (i.e. TACACS, RADIUS, etc).",CVE-2025-0936,CVE-2025-0936: gNOI TransferToRemote credential exposure through OpenConfig accounting or tracing.,medium
eos4,VerifySA117,inconclusive,"CVE-2025-0936: gNOI TransferToRemote credential exposure through OpenConfig accounting or tracing. - The assessment is inconclusive and the device may be affected because EOS version '4.33.0F-39050855.4330F (engineering build)' has an enabled gNMI transport with accounting enabled, but the gNOI File and effective gNSI Authz controls cannot be determined.",inconclusive,"The assessment is inconclusive and the device may be affected because EOS version '4.33.0F-39050855.4330F (engineering build)' has an enabled gNMI transport with accounting enabled, but the gNOI File and effective gNSI Authz controls cannot be determined.","Upgrade to EOS 4.30.10M or later in the 4.30 train, EOS 4.31.7M or later in the 4.31 train, EOS 4.32.5M or later in the 4.32 train, or EOS 4.33.2F or later in the 4.33 train. Refer to the advisory to determine whether the unresolved condition applies, for newly remediated releases, and for current mitigation guidance.","Upgrade to EOS 4.30.10M or later in the 4.30 train, EOS 4.31.7M or later in the 4.31 train, EOS 4.32.5M or later in the 4.32 train, or EOS 4.33.2F or later in the 4.33 train. Refer to the advisory to determine whether the unresolved condition applies, for newly remediated releases, and for current mitigation guidance.",SA0117,Security Advisory 0117,medium,https://www.arista.com/en/support/advisories-notices/security-advisory/21394-security-advisory-0117,"On affected platforms running Arista EOS with a gNMI transport enabled, running the gNOI File TransferToRemote RPC with credentials for a remote server may cause these remote-server credentials to be logged or accounted on the local EOS device or possibly on other remote accounting servers (i.e. TACACS, RADIUS, etc).",CVE-2025-0936,CVE-2025-0936: gNOI TransferToRemote credential exposure through OpenConfig accounting or tracing.,medium
eos1,VerifySA117,not affected,CVE-2025-0936: gNOI TransferToRemote credential exposure through OpenConfig accounting or tracing. - The device is not affected because no gNMI transport is enabled.,not affected,The device is not affected because no gNMI transport is enabled.,,,SA0117,Security Advisory 0117,medium,https://www.arista.com/en/support/advisories-notices/security-advisory/21394-security-advisory-0117,"On affected platforms running Arista EOS with a gNMI transport enabled, running the gNOI File TransferToRemote RPC with credentials for a remote server may cause these remote-server credentials to be logged or accounted on the local EOS device or possibly on other remote accounting servers (i.e. TACACS, RADIUS, etc).",CVE-2025-0936,CVE-2025-0936: gNOI TransferToRemote credential exposure through OpenConfig accounting or tracing.,medium
eos3,VerifySA117,not affected,CVE-2025-0936: gNOI TransferToRemote credential exposure through OpenConfig accounting or tracing. - The device is not affected because enabled gNMI transports do not use accounting and no advisory-identified OpenConfig trace selector is configured.,not affected,The device is not affected because enabled gNMI transports do not use accounting and no advisory-identified OpenConfig trace selector is configured.,,,SA0117,Security Advisory 0117,medium,https://www.arista.com/en/support/advisories-notices/security-advisory/21394-security-advisory-0117,"On affected platforms running Arista EOS with a gNMI transport enabled, running the gNOI File TransferToRemote RPC with credentials for a remote server may cause these remote-server credentials to be logged or accounted on the local EOS device or possibly on other remote accounting servers (i.e. TACACS, RADIUS, etc).",CVE-2025-0936,CVE-2025-0936: gNOI TransferToRemote credential exposure through OpenConfig accounting or tracing.,medium
eos1,VerifySA140,not affected,CVE-2026-10040: Secure Boot Software Image verification bypass. - The device is not affected because Secure Boot is unsupported or disabled.,not affected,The device is not affected because Secure Boot is unsupported or disabled.,,,SA0140,Security Advisory 0140,medium,https://www.arista.com/en/support/advisories-notices/security-advisory/24074-security-advisory-0140,A user with local eos-admin privileges on affected Arista EOS (Extensible Operating System) platforms where secure boot is enabled can bypass Secure Boot Software Image (SWI) verification through the use of a specially crafted file.,CVE-2026-10040,CVE-2026-10040: Secure Boot Software Image verification bypass.,medium
eos2,VerifySA140,not affected,CVE-2026-10040: Secure Boot Software Image verification bypass. - The device is not affected because Secure Boot is unsupported or disabled.,not affected,The device is not affected because Secure Boot is unsupported or disabled.,,,SA0140,Security Advisory 0140,medium,https://www.arista.com/en/support/advisories-notices/security-advisory/24074-security-advisory-0140,A user with local eos-admin privileges on affected Arista EOS (Extensible Operating System) platforms where secure boot is enabled can bypass Secure Boot Software Image (SWI) verification through the use of a specially crafted file.,CVE-2026-10040,CVE-2026-10040: Secure Boot Software Image verification bypass.,medium
eos3,VerifySA140,not affected,CVE-2026-10040: Secure Boot Software Image verification bypass. - The device is not affected because Secure Boot is unsupported or disabled.,not affected,The device is not affected because Secure Boot is unsupported or disabled.,,,SA0140,Security Advisory 0140,medium,https://www.arista.com/en/support/advisories-notices/security-advisory/24074-security-advisory-0140,A user with local eos-admin privileges on affected Arista EOS (Extensible Operating System) platforms where secure boot is enabled can bypass Secure Boot Software Image (SWI) verification through the use of a specially crafted file.,CVE-2026-10040,CVE-2026-10040: Secure Boot Software Image verification bypass.,medium
eos4,VerifySA140,not affected,CVE-2026-10040: Secure Boot Software Image verification bypass. - The device is not affected because Secure Boot is unsupported or disabled.,not affected,The device is not affected because Secure Boot is unsupported or disabled.,,,SA0140,Security Advisory 0140,medium,https://www.arista.com/en/support/advisories-notices/security-advisory/24074-security-advisory-0140,A user with local eos-admin privileges on affected Arista EOS (Extensible Operating System) platforms where secure boot is enabled can bypass Secure Boot Software Image (SWI) verification through the use of a specially crafted file.,CVE-2026-10040,CVE-2026-10040: Secure Boot Software Image verification bypass.,medium
eos1,VerifySA142,not affected,CVE-2026-12546: Next-hop redirection bypass for packets requiring exception handling. - The device is not affected because no next-hop redirection path is configured.,not affected,The device is not affected because no next-hop redirection path is configured.,,,SA0142,Security Advisory 0142,medium,https://www.arista.com/en/support/advisories-notices/security-advisory/24111-security-advisory-0142,"On affected platforms running Arista EOS (Extensible Operating System) configured with next-hop redirection features—such as Policy-Based Routing (PBR), Border Gateway Protocol (BGP) Flowspec, Traffic Policy, DirectFlow, or Segment Security—certain specific classes of IP packets requiring exception handling may bypass the configured redirection action. Instead of being redirected to the designated next hop, these packets may be handled via fallback software forwarding paths, which can result in the packets being routed according to the system's standard forwarding information.",CVE-2026-12546,CVE-2026-12546: Next-hop redirection bypass for packets requiring exception handling.,medium
eos2,VerifySA142,not affected,CVE-2026-12546: Next-hop redirection bypass for packets requiring exception handling. - The device is not affected because no next-hop redirection path is configured.,not affected,The device is not affected because no next-hop redirection path is configured.,,,SA0142,Security Advisory 0142,medium,https://www.arista.com/en/support/advisories-notices/security-advisory/24111-security-advisory-0142,"On affected platforms running Arista EOS (Extensible Operating System) configured with next-hop redirection features—such as Policy-Based Routing (PBR), Border Gateway Protocol (BGP) Flowspec, Traffic Policy, DirectFlow, or Segment Security—certain specific classes of IP packets requiring exception handling may bypass the configured redirection action. Instead of being redirected to the designated next hop, these packets may be handled via fallback software forwarding paths, which can result in the packets being routed according to the system's standard forwarding information.",CVE-2026-12546,CVE-2026-12546: Next-hop redirection bypass for packets requiring exception handling.,medium
eos3,VerifySA142,not affected,CVE-2026-12546: Next-hop redirection bypass for packets requiring exception handling. - The device is not affected because no next-hop redirection path is configured.,not affected,The device is not affected because no next-hop redirection path is configured.,,,SA0142,Security Advisory 0142,medium,https://www.arista.com/en/support/advisories-notices/security-advisory/24111-security-advisory-0142,"On affected platforms running Arista EOS (Extensible Operating System) configured with next-hop redirection features—such as Policy-Based Routing (PBR), Border Gateway Protocol (BGP) Flowspec, Traffic Policy, DirectFlow, or Segment Security—certain specific classes of IP packets requiring exception handling may bypass the configured redirection action. Instead of being redirected to the designated next hop, these packets may be handled via fallback software forwarding paths, which can result in the packets being routed according to the system's standard forwarding information.",CVE-2026-12546,CVE-2026-12546: Next-hop redirection bypass for packets requiring exception handling.,medium
eos4,VerifySA142,not affected,CVE-2026-12546: Next-hop redirection bypass for packets requiring exception handling. - The device is not affected because no next-hop redirection path is configured.,not affected,The device is not affected because no next-hop redirection path is configured.,,,SA0142,Security Advisory 0142,medium,https://www.arista.com/en/support/advisories-notices/security-advisory/24111-security-advisory-0142,"On affected platforms running Arista EOS (Extensible Operating System) configured with next-hop redirection features—such as Policy-Based Routing (PBR), Border Gateway Protocol (BGP) Flowspec, Traffic Policy, DirectFlow, or Segment Security—certain specific classes of IP packets requiring exception handling may bypass the configured redirection action. Instead of being redirected to the designated next hop, these packets may be handled via fallback software forwarding paths, which can result in the packets being routed according to the system's standard forwarding information.",CVE-2026-12546,CVE-2026-12546: Next-hop redirection bypass for packets requiring exception handling.,medium
